"id","google_map_link","address","state_id","school_id","latitude","longitude","created_at","updatedAt"
"0839b00d-7131-41cf-8add-4fa3beded533","https://www.google.com/maps/dir//GOMYCODE+Menzah+5,+76+Ave+d'Afrique,+Ariana/@36.8437397,10.1283163,13z/data=!4m8!4m7!1m0!1m5!1m1!1s0x12fd359f19cff1a1:0x71a7d4d04a5b1ef2!2m2!1d10.1693898!2d36.8436894?entry=ttu","GOMYCODE Menzah 5, 76 Ave d'Afrique, Ariana","1df23237-997d-4aec-9e2a-4b8479e989bc","a3c000eb-777f-40fb-bcd2-6bcac163a159","36.844357","10.169686","2024-05-17T22:03:11.540Z",
